customer_id,snapshot_date,audit_group,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0052,2026-07-31,Group B,70,28.59,3,19.92,Basic,North,0.0
C0053,2026-07-31,Group B,73,70.69,2,45.77,Standard,South,0.0
C0054,2026-07-31,Group B,12,63.69,1,46.89,Standard,West,0.0
C0055,2026-07-31,Group A,47,68.31,0,47.51,Standard,East,0.0
C0056,2026-07-31,Group A,36,67.45,1,51.31,Standard,South,0.0
C0057,2026-07-31,Group A,61,63.06,2,57.11,Standard,East,0.0
C0058,2026-07-31,Group A,30,60.42,0,50.72,Standard,West,0.0
C0059,2026-07-31,Group C,13,36.98,1,7.12,Basic,South,1.0
C0060,2026-07-31,Group A,20,43.75,3,53.74,Basic,East,0.0
C0061,2026-07-31,Group B,53,62.25,3,61.14,Standard,West,0.0
C0062,2026-07-31,Group B,13,59.53,3,58.14,Standard,East,0.0
C0063,2026-07-31,Group B,48,62.7,0,62.37,Standard,South,0.0
C0064,2026-07-31,Group A,15,56.9,1,39.41,Standard,North,0.0
C0065,2026-07-31,Group A,43,68.16,2,58.35,Standard,North,0.0
C0066,2026-07-31,Group C,49,62.68,0,42.41,Standard,West,0.0
C0067,2026-07-31,Group B,57,65.69,0,57.15,Standard,East,0.0
C0068,2026-07-31,Group B,73,32.49,0,35.3,Basic,South,0.0
C0069,2026-07-31,Group C,48,34.45,1,35.48,Basic,South,1.0
C0070,2026-07-31,Group B,46,58.23,1,59.2,Standard,East,0.0
C0071,2026-07-31,Group A,35,29.14,4,44.09,Basic,East,1.0
C0072,2026-07-31,Group B,13,40.78,0,43.18,Basic,East,0.0
C0073,2026-07-31,Group A,59,94.07,0,65.3,Premium,South,0.0
C0074,2026-07-31,Group B,60,,0,43.41,Basic,East,0.0
C0075,2026-07-31,Group C,33,27.36,0,53.97,Basic,South,0.0
C0076,2026-07-31,Group A,62,34.4,1,32.89,Basic,West,0.0
C0077,2026-07-31,Group A,12,36.24,1,33.59,Basic,North,0.0
C0078,2026-07-31,Group A,8,,0,45.76,Standard,North,0.0
C0079,2026-07-31,Group C,10,60.91,3,59.9,Standard,South,0.0
C0080,2026-07-31,Group A,63,69.42,0,61.5,Standard,East,0.0
C0081,2026-07-31,Group A,42,72.92,0,28.4,Standard,East,0.0
C0082,2026-07-31,Group A,29,37.33,0,37.69,Basic,South,0.0
C0083,2026-07-31,Group A,22,92.0,1,53.54,Premium,West,0.0
C0084,2026-07-31,Group A,8,30.86,1,42.41,Basic,South,0.0
C0085,2026-07-31,Group A,67,39.35,1,24.19,Basic,North,0.0
C0086,2026-07-31,Group A,8,36.95,1,33.65,Basic,North,1.0
C0087,2026-07-31,Group A,22,62.64,1,44.9,Standard,West,0.0
C0088,2026-07-31,Group A,72,65.47,1,62.5,Standard,North,0.0
C0089,2026-07-31,Group A,73,37.27,4,54.17,Basic,West,0.0
C0090,2026-07-31,Group A,29,75.36,2,48.35,Standard,South,0.0
C0091,2026-07-31,Group B,23,33.84,1,36.4,Basic,North,0.0
C0092,2026-07-31,Group A,56,65.07,1,51.48,Standard,South,0.0
C0093,2026-07-31,Group A,45,68.91,1,41.74,Standard,East,0.0
C0094,2026-07-31,Group A,22,35.01,1,38.64,Basic,South,1.0
C0095,2026-07-31,Group A,20,37.82,0,32.81,Basic,West,0.0
C0096,2026-07-31,Group A,47,66.63,0,44.33,Standard,East,0.0
C0097,2026-07-31,Group A,34,37.11,0,39.37,Basic,South,0.0
C0098,2026-07-31,Group C,44,31.48,2,50.46,Basic,East,0.0
C0099,2026-07-31,Group A,15,33.64,1,44.62,Basic,West,0.0
C0100,2026-07-31,Group A,11,90.54,1,49.19,Premium,South,0.0
C0101,2026-07-31,Group A,64,91.27,4,55.01,Premium,North,1.0
C0102,2026-07-31,Group A,70,67.76,0,40.97,Standard,South,0.0
C0103,2026-07-31,Group A,58,33.48,1,48.42,Basic,West,0.0
C0104,2026-07-31,Group B,74,90.36,1,63.81,Premium,North,0.0
C0105,2026-07-31,Group C,22,58.62,2,37.95,Standard,West,0.0
C0106,2026-07-31,Group A,65,69.77,2,45.25,Standard,East,1.0
C0107,2026-07-31,Group A,50,61.17,2,49.03,Standard,East,0.0
C0108,2026-07-31,Group A,24,35.64,2,50.25,Basic,South,0.0
C0109,2026-07-31,Group A,14,36.85,0,30.14,Basic,West,1.0
C0110,2026-07-31,Group B,40,98.87,0,66.16,Premium,North,0.0
C0111,2026-07-31,Group A,72,64.89,1,62.9,Standard,South,0.0
C0112,2026-07-31,Group A,64,,0,47.69,Basic,South,0.0
C0113,2026-07-31,Group C,52,40.95,1,52.49,Basic,South,0.0
C0114,2026-07-31,Group A,35,60.87,0,40.85,Standard,South,0.0
C0115,2026-07-31,Group A,29,34.99,3,42.41,Basic,North,0.0
C0116,2026-07-31,Group B,70,92.28,0,43.42,Premium,North,0.0
C0117,2026-07-31,Group A,49,61.08,1,26.58,Standard,North,0.0
C0118,2026-07-31,Group A,32,51.22,2,54.34,Standard,East,0.0
C0119,2026-07-31,Group A,44,53.22,1,39.4,Standard,South,0.0
C0120,2026-07-31,Group C,49,64.95,0,47.09,Standard,East,0.0
C0121,2026-07-31,Group A,53,63.16,3,38.5,Standard,East,0.0
C0122,2026-07-31,Group A,58,70.1,1,42.87,Standard,East,0.0
C0123,2026-07-31,Group A,11,33.15,1,41.12,Basic,East,0.0
C0124,2026-07-31,Group A,15,31.19,1,32.04,Basic,East,0.0
C0125,2026-07-31,Group B,50,35.23,1,43.47,Basic,East,0.0
C0126,2026-07-31,Group A,31,69.43,2,45.47,Standard,East,0.0
C0127,2026-07-31,Group B,53,34.54,3,49.9,Basic,East,1.0
C0128,2026-07-31,Group B,35,42.75,1,43.5,Basic,South,1.0
C0129,2026-07-31,Group C,47,32.15,2,52.39,Basic,North,0.0
C0130,2026-07-31,Group A,44,62.06,0,36.87,Standard,West,0.0
C0131,2026-07-31,Group C,17,34.22,1,53.27,Basic,South,0.0
C0132,2026-07-31,Group B,18,96.37,0,67.88,Premium,East,1.0
C0133,2026-07-31,Group A,21,65.08,0,58.91,Standard,North,0.0
C0134,2026-07-31,Group B,51,38.33,1,30.06,Basic,South,0.0
C0135,2026-07-31,Group C,16,69.54,2,46.25,Standard,East,1.0
C0136,2026-07-31,Group A,20,38.13,1,60.05,Basic,East,0.0
C0137,2026-07-31,Group C,8,100.37,0,49.64,Premium,East,0.0
C0138,2026-07-31,Group A,30,69.01,1,57.76,Standard,South,0.0
C0139,2026-07-31,Group B,47,63.64,2,51.06,Standard,West,0.0
C0140,2026-07-31,Group C,45,27.68,1,35.59,Basic,East,1.0
C0141,2026-07-31,Group A,43,60.26,1,50.1,Standard,West,0.0
C0142,2026-07-31,Group B,42,68.51,1,40.12,Standard,East,0.0
C0143,2026-07-31,Group A,11,99.0,0,59.26,Premium,East,0.0
C0144,2026-07-31,Group B,70,67.55,0,56.22,Standard,West,0.0
C0145,2026-07-31,Group B,13,62.03,3,41.86,Standard,North,1.0
C0146,2026-07-31,Group A,56,40.07,3,45.18,Basic,West,0.0
C0147,2026-07-31,Group A,54,35.7,3,71.48,Basic,West,0.0
C0148,2026-07-31,Group A,58,59.34,2,32.44,Standard,East,0.0
C0149,2026-07-31,Group A,17,70.69,2,53.87,Standard,East,0.0
C0150,2026-07-31,Group A,21,28.12,0,36.36,Basic,East,0.0
C0151,2026-07-31,Group A,61,92.21,1,61.85,Premium,South,0.0
C0152,2026-07-31,Group A,23,108.29,1,57.27,Premium,West,0.0
C0153,2026-07-31,Group A,40,33.69,2,53.08,Basic,North,0.0
C0154,2026-07-31,Group B,65,67.18,2,61.99,Standard,South,1.0
C0155,2026-07-31,Group B,31,41.76,4,45.59,Basic,East,1.0
C0156,2026-07-31,Group B,9,59.77,2,58.74,Standard,West,0.0
C0157,2026-07-31,Group A,42,31.17,0,24.7,Basic,South,0.0
C0158,2026-07-31,Group C,45,60.17,2,69.89,Standard,South,0.0
C0159,2026-07-31,Group B,11,64.09,1,59.98,Standard,North,0.0
C0160,2026-07-31,Group A,46,58.52,0,60.38,Standard,North,0.0
C0161,2026-07-31,Group A,24,36.39,2,26.23,Basic,North,0.0
C0162,2026-07-31,Group B,73,100.66,2,43.71,Premium,North,0.0
C0163,2026-07-31,Group A,28,37.29,1,43.77,Basic,West,0.0
C0164,2026-07-31,Group A,20,27.01,3,48.81,Basic,West,0.0
C0165,2026-07-31,Group C,18,64.26,1,58.99,Standard,West,0.0
C0166,2026-07-31,Group A,25,35.2,0,52.05,Basic,North,0.0
C0167,2026-07-31,Group A,49,92.79,0,36.15,Premium,North,0.0
C0168,2026-07-31,Group C,36,97.02,0,70.22,Premium,South,0.0
C0169,2026-07-31,Group B,44,31.62,2,45.09,Basic,East,1.0
C0170,2026-07-31,Group A,52,94.32,1,56.57,Premium,South,0.0
C0171,2026-07-31,Group C,54,32.85,0,27.72,Basic,South,0.0
C0172,2026-07-31,Group C,41,60.16,0,58.93,Standard,North,0.0
C0173,2026-07-31,Group B,47,38.88,2,13.67,Basic,East,0.0
C0174,2026-07-31,Group B,17,90.67,2,53.61,Premium,South,0.0
C0175,2026-07-31,Group A,15,28.05,1,30.44,Basic,North,0.0
C0176,2026-07-31,Group A,19,39.24,1,33.23,Basic,East,0.0
C0177,2026-07-31,Group B,25,72.98,1,51.1,Standard,West,0.0
C0178,2026-07-31,Group A,24,94.97,3,63.77,Premium,North,0.0
C0179,2026-07-31,Group B,49,94.57,0,58.04,Premium,South,0.0
C0180,2026-07-31,Group C,54,60.05,1,50.55,Standard,West,0.0
C0181,2026-07-31,Group A,21,97.99,1,54.47,Premium,East,0.0
C0182,2026-07-31,Group B,13,84.42,0,71.64,Premium,West,0.0
C0183,2026-07-31,Group A,52,66.1,0,46.83,Standard,South,0.0
C0184,2026-07-31,Group C,23,35.49,1,30.11,Basic,South,0.0
C0185,2026-07-31,Group A,20,71.06,2,50.82,Standard,East,0.0
C0186,2026-07-31,Group B,8,73.63,3,32.64,Standard,North,1.0
C0187,2026-07-31,Group B,14,32.8,1,56.36,Basic,North,0.0
C0188,2026-07-31,Group A,12,29.4,1,25.66,Basic,East,0.0
C0189,2026-07-31,Group B,44,62.49,2,54.96,Standard,East,0.0
C0190,2026-07-31,Group B,55,39.52,0,39.65,Basic,North,0.0
C0191,2026-07-31,Group B,19,96.39,1,74.84,Premium,East,1.0
C0192,2026-07-31,Group B,60,34.85,2,36.06,Basic,South,0.0
C0193,2026-07-31,Group C,57,33.7,2,41.24,Basic,East,0.0
C0194,2026-07-31,Group A,25,99.83,1,71.26,Premium,West,0.0
C0195,2026-07-31,Group A,19,34.93,1,55.41,Basic,North,0.0
C0196,2026-07-31,Group A,73,,1,42.75,Basic,West,0.0
C0197,2026-07-31,Group B,32,67.5,1,51.11,Standard,South,0.0
C0198,2026-07-31,Group B,15,92.37,0,70.08,Premium,West,0.0
C0199,2026-07-31,Group A,17,32.43,1,44.69,Basic,South,0.0
C0200,2026-07-31,Group A,31,39.92,0,39.49,Basic,South,0.0
C0201,2026-07-31,Group C,28,62.48,4,48.02,Standard,West,1.0
C0202,2026-07-31,Group A,53,90.73,3,46.41,Premium,East,0.0
C0203,2026-07-31,Group B,60,59.19,6,44.64,Standard,North,0.0
C0204,2026-07-31,Group A,25,37.42,2,44.53,Basic,East,0.0
C0205,2026-07-31,Group C,55,32.1,0,45.21,Basic,West,0.0
C0206,2026-07-31,Group A,66,34.01,0,31.75,Basic,South,0.0
C0207,2026-07-31,Group A,27,29.91,0,51.49,Basic,West,0.0
C0208,2026-07-31,Group C,66,68.53,1,54.16,Standard,East,0.0
C0209,2026-07-31,Group C,25,46.39,0,36.79,Basic,South,0.0
C0210,2026-07-31,Group A,14,71.22,0,44.71,Standard,North,0.0
C0211,2026-07-31,Group A,34,75.1,4,34.47,Standard,East,0.0
C0212,2026-07-31,Group B,35,67.85,1,47.35,Standard,North,0.0
C0213,2026-07-31,Group C,54,38.97,0,35.81,Basic,West,1.0
C0214,2026-07-31,Group A,74,100.0,2,68.05,Premium,East,0.0
C0215,2026-07-31,Group A,53,69.53,0,43.29,Standard,South,0.0
C0216,2026-07-31,Group B,46,66.02,2,60.84,Standard,North,0.0
C0217,2026-07-31,Group B,51,39.48,0,40.44,Basic,East,0.0
C0218,2026-07-31,Group B,9,33.21,3,37.16,Basic,North,0.0
C0219,2026-07-31,Group B,50,90.03,0,55.82,Premium,South,0.0
C0220,2026-07-31,Group A,57,25.43,2,50.38,Basic,West,0.0
C0221,2026-07-31,Group C,41,36.16,1,39.98,Basic,West,0.0
C0222,2026-07-31,Group C,37,66.4,3,42.18,Standard,West,0.0
C0223,2026-07-31,Group B,60,67.18,2,36.45,Standard,West,0.0
C0224,2026-07-31,Group A,33,92.66,0,51.85,Premium,East,0.0
C0225,2026-07-31,Group A,11,,1,31.09,Basic,North,0.0
C0226,2026-07-31,Group B,34,102.48,0,67.36,Premium,West,0.0
C0227,2026-07-31,Group A,43,31.15,2,44.8,Basic,West,0.0
C0228,2026-07-31,Group C,57,58.06,0,80.61,Standard,West,0.0
C0229,2026-07-31,Group A,62,65.51,1,34.14,Standard,East,0.0
C0230,2026-07-31,Group B,29,36.96,0,45.66,Basic,North,0.0
C0231,2026-07-31,Group C,23,41.49,0,36.49,Basic,East,1.0
C0232,2026-07-31,Group A,8,34.38,2,34.38,Basic,South,1.0
C0233,2026-07-31,Group A,20,97.18,0,55.72,Premium,West,0.0
C0234,2026-07-31,Group B,73,68.34,4,30.41,Standard,South,0.0
C0235,2026-07-31,Group B,59,100.63,3,57.18,Premium,South,0.0
C0236,2026-07-31,Group A,28,103.24,1,75.66,Premium,North,0.0
C0237,2026-07-31,Group B,41,68.12,5,47.3,Standard,West,0.0
C0238,2026-07-31,Group C,63,67.43,3,51.96,Standard,West,0.0
C0239,2026-07-31,Group A,39,38.46,1,52.73,Basic,North,0.0
C0240,2026-07-31,Group A,17,35.57,0,35.09,Basic,South,0.0
C0241,2026-07-31,Group A,15,100.94,0,48.91,Premium,South,0.0
C0242,2026-07-31,Group A,35,67.66,1,27.61,Standard,South,1.0
C0243,2026-07-31,Group A,70,33.04,2,48.98,Basic,West,0.0
C0244,2026-07-31,Group A,32,65.31,0,40.25,Standard,North,0.0
C0245,2026-07-31,Group B,26,73.85,0,41.22,Standard,South,0.0
C0246,2026-07-31,Group A,53,85.49,1,60.36,Premium,North,0.0
C0247,2026-07-31,Group C,71,62.73,1,40.7,Standard,North,0.0
C0248,2026-07-31,Group A,11,34.03,3,38.67,Basic,West,0.0
C0249,2026-07-31,Group A,67,,1,39.24,Basic,West,1.0
C0250,2026-07-31,Group B,9,69.08,4,38.95,Standard,North,0.0
C0251,2026-07-31,Group C,54,62.27,1,49.17,Standard,East,0.0
C0252,2026-07-31,Group A,21,90.18,3,40.12,Premium,North,0.0
C0253,2026-07-31,Group A,60,60.81,1,41.84,Standard,North,0.0
C0254,2026-07-31,Group A,33,42.58,0,60.34,Basic,South,0.0
C0255,2026-07-31,Group B,24,27.19,1,52.87,Basic,North,0.0
C0256,2026-07-31,Group A,29,59.19,3,43.02,Standard,South,1.0
C0257,2026-07-31,Group A,66,101.78,1,48.22,Premium,West,0.0
C0258,2026-07-31,Group A,66,38.17,1,33.05,Basic,East,0.0
C0259,2026-07-31,Group A,72,35.04,0,38.47,Basic,East,0.0
C0260,2026-07-31,Group C,57,55.89,2,48.94,Standard,South,0.0
C0261,2026-07-31,Group B,20,39.83,1,44.83,Basic,North,1.0
C0262,2026-07-31,Group A,29,92.2,2,58.17,Premium,North,0.0
C0263,2026-07-31,Group A,49,36.71,1,42.47,Basic,South,0.0
C0264,2026-07-31,Group A,37,42.73,1,26.9,Basic,North,0.0
C0265,2026-07-31,Group A,37,98.43,1,56.65,Premium,West,0.0
C0266,2026-07-31,Group B,25,36.94,1,44.53,Basic,West,0.0
C0267,2026-07-31,Group C,54,37.17,2,32.27,Basic,West,0.0
C0268,2026-07-31,Group C,26,37.0,2,40.62,Basic,East,1.0
C0269,2026-07-31,Group C,63,29.26,0,43.35,Basic,East,0.0
C0270,2026-07-31,Group C,15,43.22,1,42.78,Basic,East,0.0
C0271,2026-07-31,Group C,28,39.51,1,43.84,Basic,South,0.0
C0272,2026-07-31,Group A,10,30.65,0,53.11,Basic,East,0.0
C0273,2026-07-31,Group A,71,37.44,1,48.72,Basic,West,0.0
C0274,2026-07-31,Group A,71,60.6,1,34.32,Standard,West,0.0
C0275,2026-07-31,Group B,44,69.93,0,57.49,Standard,East,0.0
C0276,2026-07-31,Group A,64,26.52,3,30.76,Basic,North,1.0
C0277,2026-07-31,Group C,11,45.43,0,46.72,Basic,East,0.0
C0278,2026-07-31,Group B,14,66.63,1,64.62,Standard,South,0.0
C0279,2026-07-31,Group B,50,,0,55.05,Premium,East,0.0
C0280,2026-07-31,Group A,74,91.54,2,67.85,Premium,East,0.0
C0281,2026-07-31,Group A,32,40.8,1,34.2,Basic,West,0.0
C0282,2026-07-31,Group A,34,36.69,1,29.97,Basic,South,0.0
C0283,2026-07-31,Group C,66,41.92,1,33.41,Basic,West,0.0
C0284,2026-07-31,Group B,66,31.24,1,33.49,Basic,West,0.0
C0285,2026-07-31,Group B,9,59.1,1,63.15,Standard,South,0.0
C0286,2026-07-31,Group A,12,33.96,6,44.93,Basic,South,1.0
C0287,2026-07-31,Group A,47,36.98,0,51.76,Basic,East,0.0
C0288,2026-07-31,Group A,34,28.01,0,70.95,Basic,West,0.0
C0289,2026-07-31,Group B,58,71.64,2,40.14,Standard,East,0.0
C0290,2026-07-31,Group B,38,29.61,2,42.25,Basic,West,0.0
C0291,2026-07-31,Group A,40,89.58,1,40.38,Premium,South,0.0
C0292,2026-07-31,Group C,54,34.44,0,36.54,Basic,East,1.0
C0293,2026-07-31,Group A,13,93.99,1,60.4,Premium,South,0.0
C0294,2026-07-31,Group C,70,25.5,1,35.94,Basic,West,0.0
C0295,2026-07-31,Group A,61,101.99,2,47.66,Premium,South,0.0
C0296,2026-07-31,Group A,53,95.69,2,56.28,Premium,East,0.0
C0297,2026-07-31,Group C,10,100.93,1,49.44,Premium,North,0.0
C0298,2026-07-31,Group A,73,93.99,0,68.95,Premium,West,0.0
C0299,2026-07-31,Group A,28,68.56,1,46.55,Standard,South,1.0
C0300,2026-07-31,Group A,27,67.56,1,72.98,Standard,South,0.0
C0301,2026-07-31,Group A,56,72.57,0,37.52,Standard,East,0.0
C0302,2026-07-31,Group B,53,38.49,2,42.68,Basic,South,0.0
C0303,2026-07-31,Group C,21,59.88,1,42.28,Standard,West,0.0
C0304,2026-07-31,Group C,55,64.85,2,60.77,Standard,East,0.0
C0305,2026-07-31,Group A,57,100.86,0,67.58,Premium,East,0.0
C0306,2026-07-31,Group B,57,65.55,2,48.46,Standard,North,0.0
C0307,2026-07-31,Group A,34,43.76,2,30.99,Basic,North,0.0
C0308,2026-07-31,Group A,36,59.77,1,50.45,Standard,South,0.0
C0309,2026-07-31,Group A,23,29.52,1,33.85,Basic,West,1.0
C0310,2026-07-31,Group C,36,33.48,0,50.77,Basic,West,0.0
C0311,2026-07-31,Group C,40,59.63,0,59.02,Standard,East,0.0
C0312,2026-07-31,Group B,12,34.54,2,41.23,Basic,East,0.0
C0313,2026-07-31,Group A,42,33.29,4,23.87,Basic,South,0.0
C0314,2026-07-31,Group A,11,27.43,1,32.71,Basic,North,0.0
C0315,2026-07-31,Group B,27,28.61,1,47.23,Basic,North,0.0
C0316,2026-07-31,Group B,63,31.6,1,46.09,Basic,South,0.0
C0317,2026-07-31,Group A,68,32.34,2,52.11,Basic,South,0.0
C0318,2026-07-31,Group A,23,68.45,3,33.15,Standard,North,0.0
C0319,2026-07-31,Group A,16,34.46,1,43.01,Basic,South,0.0
C0320,2026-07-31,Group C,49,87.28,3,66.96,Premium,North,0.0
C0321,2026-07-31,Group A,23,105.03,1,40.11,Premium,East,0.0
C0322,2026-07-31,Group C,12,66.35,1,49.98,Standard,West,0.0
C0323,2026-07-31,Group A,27,42.29,3,43.4,Basic,East,1.0
C0324,2026-07-31,Group B,48,66.19,1,44.71,Standard,South,0.0
C0325,2026-07-31,Group A,64,96.79,0,42.25,Premium,South,0.0
C0326,2026-07-31,Group A,53,65.16,0,40.24,Standard,South,0.0
C0327,2026-07-31,Group A,74,89.38,0,53.04,Premium,North,0.0
C0328,2026-07-31,Group A,27,62.71,2,38.48,Standard,East,0.0
C0329,2026-07-31,Group C,21,61.95,2,42.09,Standard,East,1.0
C0330,2026-07-31,Group A,55,31.57,3,37.06,Basic,North,0.0
C0331,2026-07-31,Group B,36,67.75,1,54.04,Standard,South,0.0
C0332,2026-07-31,Group A,68,36.55,3,39.81,Basic,South,0.0
C0333,2026-07-31,Group A,38,66.71,2,47.94,Standard,North,0.0
C0334,2026-07-31,Group B,41,88.44,0,61.28,Premium,East,0.0
C0335,2026-07-31,Group A,34,31.03,1,47.94,Basic,East,0.0
C0336,2026-07-31,Group C,12,59.03,2,24.21,Standard,East,1.0
C0337,2026-07-31,Group B,18,33.69,1,38.22,Basic,East,0.0
C0338,2026-07-31,Group B,65,57.18,0,49.46,Standard,West,0.0
C0339,2026-07-31,Group A,45,32.36,1,46.78,Basic,West,0.0
C0340,2026-07-31,Group A,9,90.15,4,73.17,Premium,East,0.0
C0341,2026-07-31,Group C,22,34.01,0,22.64,Basic,West,0.0
C0342,2026-07-31,Group A,36,89.71,2,43.0,Premium,South,0.0
C0343,2026-07-31,Group A,35,99.37,0,55.42,Premium,West,0.0
C0344,2026-07-31,Group A,55,67.22,3,41.2,Standard,West,0.0
C0345,2026-07-31,Group B,23,66.67,1,47.36,Standard,East,0.0
C0346,2026-07-31,Group B,71,65.69,1,47.75,Standard,West,0.0
C0347,2026-07-31,Group B,70,90.95,3,65.7,Premium,East,0.0
C0348,2026-07-31,Group B,47,31.35,0,43.67,Basic,East,0.0
C0349,2026-07-31,Group A,30,70.43,2,57.93,Standard,South,0.0
C0350,2026-07-31,Group C,51,31.86,1,39.59,Basic,West,0.0
C0351,2026-07-31,Group A,30,59.39,0,23.36,Standard,East,0.0
C0352,2026-07-31,Group B,43,38.0,0,47.78,Basic,West,0.0
C0353,2026-07-31,Group A,72,68.28,0,58.12,Standard,South,0.0
C0354,2026-07-31,Group C,36,72.43,2,53.38,Standard,West,0.0
C0355,2026-07-31,Group A,42,56.09,2,35.98,Standard,North,0.0
C0356,2026-07-31,Group A,55,72.42,1,60.33,Standard,North,0.0
C0357,2026-07-31,Group A,22,69.37,0,60.43,Standard,East,0.0
C0358,2026-07-31,Group A,16,69.49,1,56.06,Standard,East,0.0
C0359,2026-07-31,Group A,29,61.96,0,36.41,Standard,West,0.0
C0360,2026-07-31,Group B,44,58.9,1,47.56,Standard,South,0.0
C0361,2026-07-31,Group A,71,96.61,1,60.14,Premium,East,0.0
C0362,2026-07-31,Group C,56,33.55,2,44.43,Basic,East,0.0
C0363,2026-07-31,Group A,49,41.69,3,30.14,Basic,West,0.0
C0364,2026-07-31,Group B,69,34.16,1,50.56,Basic,East,0.0
C0365,2026-07-31,Group A,13,63.75,2,56.42,Standard,South,0.0
C0366,2026-07-31,Group B,13,37.1,1,44.74,Basic,West,1.0
C0367,2026-07-31,Group B,37,68.61,0,57.68,Standard,North,0.0
C0368,2026-07-31,Group A,69,70.65,2,54.08,Standard,West,0.0
C0369,2026-07-31,Group C,60,35.19,2,44.26,Basic,North,0.0
C0370,2026-07-31,Group A,59,91.89,1,56.07,Premium,South,0.0
C0371,2026-07-31,Group A,70,61.97,1,46.09,Standard,West,0.0
C0372,2026-07-31,Group B,64,31.9,2,43.23,Basic,East,0.0
C0373,2026-07-31,Group C,19,31.17,1,52.87,Basic,West,0.0
C0374,2026-07-31,Group A,8,32.01,0,20.5,Basic,East,0.0
C0375,2026-07-31,Group A,62,33.12,1,25.3,Basic,East,1.0
C0376,2026-07-31,Group C,45,29.64,0,21.4,Basic,South,0.0
C0377,2026-07-31,Group B,45,96.28,0,53.86,Premium,North,0.0
C0378,2026-07-31,Group C,66,68.7,0,39.93,Standard,North,0.0
C0379,2026-07-31,Group B,9,32.4,1,39.44,Basic,South,0.0
C0380,2026-07-31,Group B,12,72.33,2,55.4,Standard,North,0.0
C0381,2026-07-31,Group A,14,71.75,1,36.16,Standard,East,0.0
C0382,2026-07-31,Group C,52,92.01,3,60.91,Premium,West,0.0
C0383,2026-07-31,Group A,17,75.97,2,39.96,Standard,West,0.0
C0384,2026-07-31,Group B,53,71.78,0,64.51,Standard,South,0.0
C0385,2026-07-31,Group A,33,28.13,2,49.84,Basic,West,1.0
C0386,2026-07-31,Group B,52,89.12,3,55.93,Premium,West,0.0
C0387,2026-07-31,Group B,50,62.51,0,45.57,Standard,West,0.0
C0388,2026-07-31,Group A,25,91.17,1,63.08,Premium,South,0.0
C0389,2026-07-31,Group C,23,39.78,1,44.71,Basic,South,0.0
C0390,2026-07-31,Group A,30,101.94,0,46.21,Premium,West,0.0
C0391,2026-07-31,Group B,55,68.8,0,50.97,Standard,North,0.0
C0392,2026-07-31,Group A,31,35.74,2,35.97,Basic,South,0.0
C0393,2026-07-31,Group A,66,68.81,4,62.51,Standard,North,0.0
C0394,2026-07-31,Group A,42,61.21,0,66.31,Standard,West,0.0
C0395,2026-07-31,Group A,20,37.42,0,52.39,Basic,East,0.0
C0396,2026-07-31,Group A,57,72.15,1,57.68,Standard,North,0.0
C0397,2026-07-31,Group B,64,102.38,1,52.16,Premium,North,0.0
C0398,2026-07-31,Group B,11,33.97,0,49.7,Basic,East,0.0
C0399,2026-07-31,Group B,41,61.09,1,52.22,Standard,East,0.0
C0400,2026-07-31,Group A,50,75.48,1,40.93,Standard,West,0.0
C0401,2026-07-31,Group A,45,,0,45.47,Basic,South,0.0
C0402,2026-07-31,Group A,41,99.11,1,47.15,Premium,West,0.0
C0403,2026-07-31,Group B,34,65.36,0,38.82,Standard,South,0.0
C0404,2026-07-31,Group C,9,29.73,1,32.79,Basic,West,0.0
C0405,2026-07-31,Group A,35,104.85,0,50.52,Premium,North,0.0
C0406,2026-07-31,Group B,44,91.49,0,37.93,Premium,North,0.0
C0407,2026-07-31,Group A,28,40.99,5,51.07,Basic,North,0.0
C0408,2026-07-31,Group A,25,103.92,0,73.45,Premium,South,0.0
C0409,2026-07-31,Group A,61,37.03,1,48.69,Basic,West,0.0
C0410,2026-07-31,Group A,53,96.96,0,49.09,Premium,North,0.0
C0411,2026-07-31,Group B,19,61.97,2,56.92,Standard,South,0.0
C0412,2026-07-31,Group C,65,65.94,0,69.7,Standard,North,0.0
C0413,2026-07-31,Group A,40,35.2,2,26.52,Basic,West,0.0
C0414,2026-07-31,Group B,23,92.13,3,55.05,Premium,East,0.0
C0415,2026-07-31,Group B,15,26.29,2,31.4,Basic,West,1.0
C0416,2026-07-31,Group C,64,33.95,2,44.21,Basic,East,0.0
C0417,2026-07-31,Group B,19,28.9,4,40.65,Basic,East,0.0
C0418,2026-07-31,Group A,8,68.11,3,44.39,Standard,West,0.0
C0419,2026-07-31,Group B,8,25.09,1,24.65,Basic,North,0.0
C0420,2026-07-31,Group A,48,94.41,0,70.59,Premium,West,0.0
C0421,2026-07-31,Group C,64,60.84,1,54.33,Standard,East,0.0
C0422,2026-07-31,Group A,68,40.84,3,37.53,Basic,East,0.0
C0423,2026-07-31,Group B,47,35.29,2,28.93,Basic,South,0.0
C0424,2026-07-31,Group A,9,31.48,1,22.73,Basic,West,0.0
C0425,2026-07-31,Group A,51,60.35,0,46.86,Standard,South,0.0
C0426,2026-07-31,Group C,71,91.66,1,49.37,Premium,North,0.0
C0427,2026-07-31,Group B,29,28.14,0,34.31,Basic,West,0.0
C0428,2026-07-31,Group A,47,94.46,0,66.41,Premium,North,0.0
